Time	P	T	E	Qls	Qmm
1990-10-25	0.1000	7.7000	0.9000	595	0.1428
1990-10-26	2.4000	8.9000	1.0000	525	0.1260
1990-10-27	0.0000	8.1000	0.9000	595	0.1428
1990-10-28	0.0000	3.8000	0.6000	595	0.1428
1990-10-29	0.0000	4.9000	0.7000	595	0.1428
1990-10-30	0.0000	5.7000	0.7000	595	0.1428
1990-10-31	0.0000	7.3000	0.8000	595	0.1428
1990-11-01	0.0000	6.4000	0.7000	595	0.1428
1990-11-02	0.0000	5.2000	0.6000	595	0.1428
1990-11-03	0.0000	4.5000	0.6000	595	0.1428
1990-11-04	0.0000	8.3000	0.8000	595	0.1428
1990-11-05	0.0000	6.1000	0.7000	595	0.1428
1990-11-06	0.0000	4.9000	0.6000	595	0.1428
1990-11-07	0.0000	5.8000	0.6000	595	0.1428
1990-11-08	0.0000	6.5000	0.7000	595	0.1428
1990-11-09	0.0000	5.1000	0.6000	595	0.1428
1990-11-10	0.0000	6.3000	0.6000	670	0.1608
1990-11-11	0.0000	6.6000	0.6000	670	0.1608
1990-11-12	0.0000	8.6000	0.8000	670	0.1608
1990-11-13	1.1000	9.0000	0.8000	670	0.1608
1990-11-14	0.0000	7.2000	0.7000	670	0.1608
1990-11-15	0.0000	7.9000	0.7000	835	0.2004
1990-11-16	1.3000	5.6000	0.6000	750	0.1800
1990-11-17	0.0000	1.1000	0.3000	670	0.1608
1990-11-18	0.0000	2.4000	0.4000	670	0.1608
1990-11-19	0.0000	5.2000	0.5000	670	0.1608
1990-11-20	1.3000	7.0000	0.6000	670	0.1608
1990-11-21	0.2000	4.8000	0.5000	670	0.1608
1990-11-22	0.0000	0.9000	0.3000	750	0.1800
1990-11-23	0.5000	-0.1000	0.2000	750	0.1800
1990-11-24	0.0000	1.6000	0.3000	750	0.1800
1990-11-25	4.1000	2.9000	0.4000	525	0.1260
1990-11-26	1.1000	-1.1000	0.2000	670	0.1608
1990-11-27	3.4000	-2.7000	0.1000	750	0.1800
1990-11-28	1.6000	-2.8000	0.1000	750	0.1800
1990-11-29	0.0000	-3.1000	0.1000	670	0.1608
1990-11-30	0.0000	-4.2000	0.0000	670	0.1608
1990-12-01	0.0000	-5.3000	0.0000	670	0.1608
1990-12-02	0.0000	-3.8000	0.1000	670	0.1608
1990-12-03	1.6000	3.7000	0.4000	595	0.1428
1990-12-04	9.0000	4.7000	0.4000	670	0.1608
1990-12-05	0.6000	2.9000	0.3000	1250	0.3000
1990-12-06	0.0000	0.9000	0.2000	1030	0.2472
1990-12-07	0.8000	5.9000	0.5000	835	0.2004
1990-12-08	6.2000	11.2000	0.7000	750	0.1800
1990-12-09	0.0000	7.0000	0.5000	835	0.2004
1990-12-10	0.0000	9.9000	0.6000	750	0.1800
1990-12-11	4.8000	11.9000	0.7000	750	0.1800
1990-12-12	7.1000	9.7000	0.6000	835	0.2004
1990-12-13	11.2000	6.6000	0.5000	930	0.2232
1990-12-14	6.2000	4.5000	0.4000	1360	0.3264
1990-12-15	3.6000	6.1000	0.5000	1490	0.3576
1990-12-16	7.1000	3.4000	0.3000	1490	0.3576
1990-12-17	2.7000	2.7000	0.3000	2070	0.4968
1990-12-18	0.1000	-1.9000	0.1000	1910	0.4584
1990-12-19	0.4000	-2.4000	0.1000	1360	0.3264
1990-12-20	1.0000	-0.6000	0.2000	1250	0.3000
1990-12-21	2.7000	2.3000	0.3000	1130	0.2712
1990-12-22	0.0000	-0.4000	0.2000	1130	0.2712
1990-12-23	3.0000	1.4000	0.3000	1030	0.2472
1990-12-24	2.7000	7.6000	0.5000	1130	0.2712
1990-12-25	0.1000	7.0000	0.5000	1130	0.2712
1990-12-26	0.0000	5.9000	0.4000	930	0.2232
1990-12-27	1.1000	10.5000	0.6000	1030	0.2472
1990-12-28	3.1000	9.8000	0.6000	930	0.2232
1990-12-29	6.4000	9.3000	0.6000	1130	0.2712
1990-12-30	15.8000	8.0000	0.5000	1360	0.3264
1990-12-31	3.7000	7.3000	0.5000	4610	1.1064
1991-01-01	0.3000	-7.0000	0.0000	4490	1.0776
1991-01-02	2.1000	-6.4000	0.0000	3540	0.8496
1991-01-03	3.1000	-5.0000	0.0000	3320	0.7968
1991-01-04	3.1000	-1.7000	0.1000	3110	0.7464
1991-01-05	0.0000	-0.2000	0.2000	3320	0.7968
1991-01-06	0.0000	-1.8000	0.1000	2900	0.6960
1991-01-07	0.2000	-3.3000	0.1000	2700	0.6480
1991-01-08	7.1000	1.0000	0.3000	2700	0.6480
1991-01-09	3.4000	2.3000	0.3000	3110	0.7464
1991-01-10	9.8000	0.5000	0.3000	3540	0.8496
1991-01-11	4.4000	0.7000	0.3000	5000	1.2000
1991-01-12	6.4000	-1.7000	0.2000	5300	1.2720
1991-01-13	0.0000	-4.8000	0.0000	3540	0.8496
1991-01-14	0.0000	-8.4000	0.0000	2900	0.6960
1991-01-15	0.0000	-7.7000	0.0000	2300	0.5520
1991-01-16	0.0000	-11.4000	0.0000	2900	0.6960
1991-01-17	0.0000	-8.6000	0.0000	3100	0.7440
1991-01-18	0.0000	-2.0000	0.1000	3200	0.7680
1991-01-19	3.8000	4.0000	0.4000	2900	0.6960
1991-01-20	0.1000	4.4000	0.5000	2900	0.6960
1991-01-21	1.0000	0.9000	0.3000	2320	0.5568
1991-01-22	4.3000	3.2000	0.4000	2700	0.6480
1991-01-23	0.3000	6.4000	0.6000	4750	1.1400
1991-01-24	0.1000	-0.4000	0.2000	6100	1.4640
1991-01-25	0.0000	-3.7000	0.1000	4010	0.9624
1991-01-26	7.7000	0.3000	0.3000	4010	0.9624
1991-01-27	14.3000	2.2000	0.4000	5550	1.3320
1991-01-28	0.5000	-0.7000	0.2000	8000	1.9200
1991-01-29	2.4000	1.4000	0.4000	7350	1.7640
1991-01-30	2.7000	2.2000	0.4000	7000	1.6800
1991-01-31	0.0000	-0.6000	0.2000	5850	1.4040
1991-02-01	2.8000	1.4000	0.4000	5550	1.3320
1991-02-02	3.4000	8.6000	0.8000	6100	1.4640
1991-02-03	0.2000	5.6000	0.6000	7650	1.8360
1991-02-04	16.6000	6.8000	0.7000	5300	1.2720
1991-02-05	15.3000	7.8000	0.8000	11600	2.7840
1991-02-06	4.9000	6.9000	0.7000	20200	4.8480
1991-02-07	1.3000	8.3000	0.8000	19200	4.6080
1991-02-08	2.2000	7.7000	0.8000	18200	4.3680
1991-02-09	8.3000	10.7000	1.0000	17700	4.2480
1991-02-10	1.4000	8.7000	0.9000	18200	4.3680
1991-02-11	8.9000	8.0000	0.9000	16700	4.0080
1991-02-12	2.6000	7.8000	0.8000	16300	3.9120
1991-02-13	0.9000	6.0000	0.7000	14500	3.4800
1991-02-14	1.0000	5.2000	0.7000	13200	3.1680
1991-02-15	7.2000	-3.0000	0.1000	11200	2.6880
1991-02-16	1.9000	-5.2000	0.0000	10800	2.5920
1991-02-17	8.5000	-4.1000	0.1000	9350	2.2440
1991-02-18	3.7000	-2.7000	0.2000	8000	1.9200
1991-02-19	0.8000	-2.5000	0.2000	7350	1.7640
1991-02-20	0.3000	-2.0000	0.2000	6700	1.6080
1991-02-21	0.0000	-0.9000	0.3000	7650	1.8360
1991-02-22	2.4000	-0.6000	0.3000	7350	1.7640
1991-02-23	0.5000	-0.2000	0.4000	8300	1.9920
1991-02-24	0.0000	-0.9000	0.3000	7350	1.7640
1991-02-25	0.0000	-2.4000	0.2000	6700	1.6080
1991-02-26	0.0000	-3.0000	0.2000	6700	1.6080
1991-02-27	0.0000	-2.8000	0.2000	5850	1.4040
1991-02-28	1.8000	0.7000	0.5000	5850	1.4040
1991-03-01	0.0000	0.6000	0.5000	5550	1.3320
1991-03-02	1.2000	1.2000	0.5000	5550	1.3320
1991-03-03	0.2000	5.5000	0.9000	6100	1.4640
1991-03-04	2.8000	7.2000	1.1000	7000	1.6800
1991-03-05	0.4000	6.1000	1.0000	8650	2.0760
1991-03-06	1.6000	7.5000	1.1000	7350	1.7640
1991-03-07	0.0000	5.4000	1.0000	7350	1.7640
1991-03-08	0.0000	2.9000	0.7000	7650	1.8360
1991-03-09	5.9000	5.3000	0.9000	7350	1.7640
1991-03-10	14.4000	6.0000	1.1000	7350	1.7640
1991-03-11	9.6000	9.5000	1.4000	11600	2.7840
1991-03-12	0.5000	10.0000	1.4000	20200	4.8480
1991-03-13	0.0000	7.1000	1.2000	20700	4.9680
1991-03-14	6.8000	7.1000	1.2000	19200	4.6080
1991-03-15	0.5000	6.5000	1.2000	19200	4.6080
1991-03-16	2.0000	2.3000	0.7000	16300	3.9120
1991-03-17	0.2000	5.7000	1.1000	14100	3.3840
1991-03-18	0.8000	4.7000	1.0000	11600	2.7840
1991-03-19	3.8000	4.1000	1.0000	10400	2.4960
1991-03-20	3.0000	4.4000	1.0000	9700	2.3280
1991-03-21	1.4000	5.3000	1.1000	9350	2.2440
1991-03-22	4.1000	6.0000	1.2000	8650	2.0760
1991-03-23	1.9000	6.6000	1.3000	7650	1.8360
1991-03-24	1.2000	9.0000	1.6000	7000	1.6800
1991-03-25	4.8000	10.6000	1.7000	6400	1.5360
1991-03-26	3.0000	7.6000	1.4000	7650	1.8360
1991-03-27	7.0000	5.9000	1.2000	7000	1.6800
1991-03-28	2.2000	3.4000	1.0000	7350	1.7640
1991-03-29	5.8000	1.9000	0.8000	7650	1.8360
1991-03-30	4.0000	2.2000	0.8000	7650	1.8360
1991-03-31	1.0000	1.9000	0.8000	7650	1.8360
1991-04-01	1.5000	3.9000	1.1000	8000	1.9200
1991-04-02	5.9000	6.3000	1.4000	8300	1.9920
1991-04-03	2.7000	3.9000	1.1000	9700	2.3280
1991-04-04	8.7000	3.2000	1.0000	10100	2.4240
1991-04-05	3.0000	1.6000	0.8000	11600	2.7840
1991-04-06	1.3000	0.5000	0.7000	12400	2.9760
1991-04-07	0.0000	1.9000	0.9000	12000	2.8800
1991-04-08	0.0000	6.5000	1.5000	10400	2.4960
1991-04-09	0.0000	10.2000	2.0000	10100	2.4240
1991-04-10	1.9000	10.8000	2.1000	9000	2.1600
1991-04-11	1.8000	7.5000	1.6000	9000	2.1600
1991-04-12	0.0000	8.9000	1.8000	8650	2.0760
1991-04-13	0.0000	10.3000	2.0000	7650	1.8360
1991-04-14	0.2000	10.2000	2.1000	6100	1.4640
1991-04-15	0.1000	11.1000	2.2000	6400	1.5360
1991-04-16	0.0000	10.0000	2.1000	5850	1.4040
1991-04-17	0.6000	4.0000	1.2000	5850	1.4040
1991-04-18	1.3000	3.6000	1.2000	5550	1.3320
1991-04-19	0.0000	3.6000	1.2000	5000	1.2000
1991-04-20	0.7000	5.7000	1.5000	4490	1.0776
1991-04-21	1.0000	5.6000	1.5000	3770	0.9048
1991-04-22	5.9000	8.4000	1.9000	3770	0.9048
1991-04-23	15.7000	9.8000	2.1000	4750	1.1400
1991-04-24	5.0000	7.3000	1.8000	7000	1.6800
1991-04-25	5.6000	4.9000	1.4000	5300	1.2720
1991-04-26	5.8000	3.3000	1.2000	6100	1.4640
1991-04-27	2.9000	3.5000	1.2000	6100	1.4640
1991-04-28	2.8000	4.1000	1.3000	6100	1.4640
1991-04-29	0.0000	5.0000	1.5000	6700	1.6080
1991-04-30	7.5000	7.3000	1.8000	6100	1.4640
1991-05-01	7.9000	7.6000	1.9000	7000	1.6800
1991-05-02	6.6000	4.6000	1.5000	9350	2.2440
1991-05-03	3.8000	3.9000	1.4000	9700	2.3280
1991-05-04	5.9000	3.1000	1.2000	10100	2.4240
1991-05-05	0.6000	3.8000	1.4000	10800	2.5920
1991-05-06	0.0000	5.5000	1.6000	11200	2.6880
1991-05-07	0.0000	5.9000	1.7000	10400	2.4960
1991-05-08	0.0000	11.0000	2.5000	8300	1.9920
1991-05-09	5.3000	10.4000	2.4000	7350	1.7640
1991-05-10	0.0000	10.2000	2.4000	6700	1.6080
1991-05-11	0.0000	12.2000	2.7000	6700	1.6080
1991-05-12	0.0000	12.3000	2.8000	6400	1.5360
1991-05-13	0.0000	13.8000	3.0000	5300	1.2720
1991-05-14	0.0000	14.1000	3.1000	5300	1.2720
1991-05-15	0.0000	17.7000	3.7000	4750	1.1400
1991-05-16	1.3000	18.8000	3.9000	4490	1.0776
1991-05-17	19.5000	12.2000	2.8000	4490	1.0776
1991-05-18	3.9000	6.8000	1.9000	7000	1.6800
1991-05-19	3.3000	11.2000	2.7000	6700	1.6080
1991-05-20	1.1000	10.5000	2.6000	5300	1.2720
1991-05-21	14.8000	12.8000	3.0000	5000	1.2000
1991-05-22	3.9000	13.1000	3.0000	5550	1.3320
1991-05-23	42.3000	12.6000	2.9000	7350	1.7640
1991-05-24	0.8000	8.5000	2.3000	30300	7.2720
1991-05-25	1.3000	11.2000	2.7000	25000	6.0000
1991-05-26	19.2000	14.0000	3.2000	21200	5.0880
1991-05-27	2.3000	9.5000	2.4000	24500	5.8800
1991-05-28	0.0000	17.7000	3.8000	20700	4.9680
1991-05-29	0.0000	18.9000	4.0000	17200	4.1280
1991-05-30	0.1000	19.6000	4.2000	12400	2.9760
1991-05-31	15.0000	17.3000	3.8000	9700	2.3280
1991-06-01	2.1000	16.7000	3.7000	18700	4.4880
1991-06-02	7.0000	16.9000	3.8000	12000	2.8800
1991-06-03	1.0000	18.7000	4.1000	10100	2.4240
1991-06-04	9.7000	18.3000	4.0000	8300	1.9920
1991-06-05	1.1000	15.1000	3.5000	10400	2.4960
1991-06-06	1.5000	14.3000	3.3000	9000	2.1600
1991-06-07	0.0000	13.1000	3.1000	7350	1.7640
1991-06-08	0.0000	13.0000	3.1000	7000	1.6800
1991-06-09	0.0000	18.0000	4.0000	5850	1.4040
1991-06-10	5.3000	19.0000	4.2000	5000	1.2000
1991-06-11	2.4000	18.0000	4.0000	5000	1.2000
1991-06-12	8.1000	16.5000	3.8000	5300	1.2720
1991-06-13	1.3000	14.2000	3.3000	5850	1.4040
1991-06-14	5.8000	12.7000	3.1000	3770	0.9048
1991-06-15	20.2000	10.1000	2.6000	6100	1.4640
1991-06-16	13.2000	7.6000	2.2000	9700	2.3280
1991-06-17	0.0000	11.7000	2.9000	14500	3.4800
1991-06-18	0.0000	13.9000	3.3000	10800	2.5920
1991-06-19	0.0000	14.3000	3.4000	8300	1.9920
1991-06-20	0.0000	15.7000	3.6000	8000	1.9200
1991-06-21	3.3000	17.9000	4.0000	7000	1.6800
1991-06-22	4.7000	16.4000	3.7000	6400	1.5360
1991-06-23	0.2000	18.3000	4.1000	5850	1.4040
1991-06-24	0.3000	14.5000	3.4000	5000	1.2000
1991-06-25	0.0000	15.4000	3.5000	4750	1.1400
1991-06-26	0.0000	18.6000	4.1000	4490	1.0776
1991-06-27	14.3000	15.9000	3.7000	4250	1.0200
1991-06-28	0.0000	17.7000	3.9000	5000	1.2000
1991-06-29	0.0000	17.5000	3.9000	4010	0.9624
1991-06-30	0.0000	14.9000	3.4000	3110	0.7464
1991-07-01	0.0000	11.7000	2.9000	2700	0.6480
1991-07-02	0.0000	11.6000	2.9000	2510	0.6024
1991-07-03	0.0000	11.9000	2.9000	2320	0.5568
1991-07-04	0.0000	13.2000	3.1000	2140	0.5136
1991-07-05	0.0000	15.9000	3.6000	1970	0.4728
1991-07-06	0.0000	17.0000	3.8000	1970	0.4728
1991-07-07	0.0000	17.7000	3.9000	1640	0.3936
1991-07-08	0.0000	16.9000	3.8000	1490	0.3576
1991-07-09	0.0000	18.8000	4.1000	1490	0.3576
1991-07-10	0.0000	19.8000	4.2000	1340	0.3216
1991-07-11	0.1000	20.4000	4.3000	1210	0.2904
1991-07-12	8.6000	17.7000	3.9000	1340	0.3216
1991-07-13	9.5000	15.7000	3.5000	1640	0.3936
1991-07-14	0.0000	16.3000	3.6000	1800	0.4320
1991-07-15	0.0000	16.7000	3.7000	1490	0.3576
1991-07-16	0.0000	16.4000	3.6000	1490	0.3576
1991-07-17	0.0000	17.1000	3.7000	1340	0.3216
1991-07-18	0.0000	20.5000	4.3000	1210	0.2904
1991-07-19	13.7000	19.6000	4.1000	1070	0.2568
1991-07-20	0.1000	18.0000	3.9000	1340	0.3216
1991-07-21	0.0000	15.9000	3.5000	1210	0.2904
1991-07-22	0.0000	14.5000	3.2000	1070	0.2568
1991-07-23	0.0000	13.8000	3.1000	1070	0.2568
1991-07-24	0.0000	15.6000	3.4000	835	0.2004
1991-07-25	0.0000	17.3000	3.7000	725	0.1740
1991-07-26	0.0000	20.0000	4.1000	725	0.1740
1991-07-27	0.0000	22.1000	4.4000	725	0.1740
1991-07-28	0.0000	21.8000	4.3000	725	0.1740
1991-07-29	0.0000	23.1000	4.5000	725	0.1740
1991-07-30	0.2000	21.9000	4.3000	620	0.1488
1991-07-31	0.0000	20.4000	4.1000	620	0.1488
1991-08-01	0.0000	20.2000	4.0000	530	0.1272
1991-08-02	0.6000	20.0000	4.0000	530	0.1272
1991-08-03	1.8000	16.0000	3.3000	530	0.1272
1991-08-04	0.0000	17.2000	3.5000	530	0.1272
1991-08-05	0.0000	20.5000	4.0000	440	0.1056
1991-08-06	0.0000	21.3000	4.1000	440	0.1056
1991-08-07	0.3000	19.4000	3.8000	440	0.1056
1991-08-08	2.6000	15.8000	3.2000	440	0.1056
1991-08-09	2.8000	14.5000	3.0000	440	0.1056
1991-08-10	0.3000	14.2000	2.9000	440	0.1056
1991-08-11	8.0000	15.1000	3.1000	620	0.1488
1991-08-12	0.0000	16.8000	3.3000	725	0.1740
1991-08-13	0.0000	17.7000	3.4000	835	0.2004
1991-08-14	6.8000	22.3000	4.1000	725	0.1740
1991-08-15	66.8000	12.8000	2.6000	835	0.2004
1991-08-16	1.6000	12.2000	2.5000	12400	2.9760
1991-08-17	12.8000	13.0000	2.6000	4360	1.0464
1991-08-18	9.8000	11.4000	2.4000	3270	0.7848
1991-08-19	1.8000	12.3000	2.5000	4590	1.1016
1991-08-20	0.8000	13.5000	2.6000	4840	1.1616
1991-08-21	0.1000	14.8000	2.8000	4360	1.0464
1991-08-22	0.0000	15.6000	2.9000	3470	0.8328
1991-08-23	12.9000	12.6000	2.5000	3270	0.7848
1991-08-24	6.1000	10.9000	2.2000	4840	1.1616
1991-08-25	14.5000	11.8000	2.3000	4130	0.9912
1991-08-26	9.4000	12.2000	2.4000	6150	1.4760
1991-08-27	0.2000	11.0000	2.2000	8250	1.9800
1991-08-28	0.0000	11.1000	2.2000	7600	1.8240
1991-08-29	1.1000	13.9000	2.6000	6150	1.4760
1991-08-30	0.2000	16.9000	2.9000	5100	1.2240
1991-08-31	0.0000	18.2000	3.1000	4840	1.1616
1991-09-01	0.0000	20.0000	3.3000	4360	1.0464
1991-09-02	9.7000	17.6000	2.9000	3690	0.8856
1991-09-03	0.0000	14.7000	2.5000	4360	1.0464
1991-09-04	0.0000	13.9000	2.4000	4130	0.9912
1991-09-05	0.0000	14.9000	2.5000	3470	0.8328
1991-09-06	0.0000	17.8000	2.9000	3070	0.7368
1991-09-07	0.0000	17.2000	2.8000	2690	0.6456
1991-09-08	0.2000	18.3000	2.9000	2690	0.6456
1991-09-09	17.5000	18.0000	2.8000	2690	0.6456
1991-09-10	12.9000	14.7000	2.4000	4590	1.1016
1991-09-11	0.0000	14.1000	2.3000	5350	1.2840
1991-09-12	0.0000	16.7000	2.6000	4130	0.9912
1991-09-13	3.4000	18.1000	2.7000	3900	0.9360
1991-09-14	0.8000	16.7000	2.5000	4130	0.9912
1991-09-15	0.0000	13.2000	2.1000	4130	0.9912
1991-09-16	0.0000	9.9000	1.7000	3470	0.8328
1991-09-17	0.0000	14.6000	2.2000	2330	0.5592
1991-09-18	0.0000	16.1000	2.3000	2000	0.4800
1991-09-19	10.6000	16.4000	2.3000	1850	0.4440
1991-09-20	5.6000	15.1000	2.2000	2000	0.4800
1991-09-21	0.0000	9.4000	1.6000	2170	0.5208
1991-09-22	3.0000	7.0000	1.3000	2000	0.4800
1991-09-23	1.6000	6.7000	1.2000	2000	0.4800
1991-09-24	0.0000	7.5000	1.3000	2000	0.4800
1991-09-25	0.0000	8.2000	1.4000	1850	0.4440
1991-09-26	0.0000	8.1000	1.3000	1850	0.4440
1991-09-27	0.0000	9.8000	1.5000	2170	0.5208
1991-09-28	0.0000	11.2000	1.6000	2170	0.5208
1991-09-29	0.0000	11.2000	1.6000	2170	0.5208
1991-09-30	0.0000	13.2000	1.8000	2000	0.4800
1991-10-01	0.0000	13.4000	1.8000	1850	0.4440
1991-10-02	0.0000	15.1000	1.9000	1850	0.4440
1991-10-03	0.0000	16.6000	2.0000	1850	0.4440
1991-10-04	3.4000	15.8000	1.9000	1700	0.4080
1991-10-05	0.0000	10.0000	1.4000	1700	0.4080
1991-10-06	10.6000	9.8000	1.4000	1700	0.4080
1991-10-07	0.0000	15.0000	1.8000	1850	0.4440
1991-10-08	0.0000	16.0000	1.9000	1850	0.4440
1991-10-09	0.0000	17.7000	2.0000	1850	0.4440
1991-10-10	26.2000	16.6000	1.9000	1700	0.4080
1991-10-11	3.6000	13.5000	1.6000	5100	1.2240
1991-10-12	1.7000	12.7000	1.5000	4360	1.0464
1991-10-13	14.7000	10.8000	1.3000	3690	0.8856
1991-10-14	3.9000	9.3000	1.2000	4360	1.0464
1991-10-15	8.1000	11.1000	1.3000	4840	1.1616
1991-10-16	7.1000	11.0000	1.3000	5100	1.2240
1991-10-17	0.0000	8.5000	1.1000	6700	1.6080
1991-10-18	0.0000	8.0000	1.0000	5600	1.3440
1991-10-19	0.0000	7.1000	0.9000	5600	1.3440
1991-10-20	0.4000	10.2000	1.2000	4590	1.1016
1991-10-21	1.2000	12.6000	1.3000	3900	0.9360
1991-10-22	15.0000	11.9000	1.2000	4130	0.9912
1991-10-23	2.6000	12.0000	1.2000	7300	1.7520
1991-10-24	3.4000	9.7000	1.1000	6400	1.5360
1991-10-25	30.8000	11.2000	1.2000	6150	1.4760
1991-10-26	10.1000	6.6000	0.8000	23700	5.6880
1991-10-27	6.1000	6.4000	0.8000	25400	6.0960
1991-10-28	0.1000	7.2000	0.8000	19600	4.7040
1991-10-29	7.4000	6.7000	0.8000	14100	3.3840
1991-10-30	0.6000	5.0000	0.6000	12900	3.0960
1991-10-31	3.3000	5.6000	0.7000	12100	2.9040
1991-11-01	0.6000	9.9000	1.0000	10600	2.5440
1991-11-02	0.0000	7.2000	0.8000	9550	2.2920
1991-11-03	0.0000	2.8000	0.5000	8900	2.1360
1991-11-04	2.4000	6.2000	0.7000	7300	1.7520
1991-11-05	6.8000	7.9000	0.8000	7300	1.7520
1991-11-06	3.1000	10.4000	0.9000	7600	1.8240
1991-11-07	3.3000	11.6000	1.0000	7600	1.8240
1991-11-08	7.8000	12.0000	1.0000	7600	1.8240
1991-11-09	1.4000	6.4000	0.7000	8250	1.9800
1991-11-10	0.6000	1.2000	0.3000	8550	2.0520
1991-11-11	0.4000	1.3000	0.3000	7600	1.8240
1991-11-12	5.9000	5.2000	0.6000	7600	1.8240
1991-11-13	9.2000	5.9000	0.6000	8900	2.1360
1991-11-14	5.4000	5.9000	0.6000	11000	2.6400
1991-11-15	2.0000	2.1000	0.4000	10600	2.5440
1991-11-16	1.3000	0.8000	0.3000	9550	2.2920
1991-11-17	0.0000	0.2000	0.3000	9550	2.2920
1991-11-18	7.9000	0.6000	0.3000	8550	2.0520
1991-11-19	0.2000	2.4000	0.4000	9550	2.2920
1991-11-20	0.0000	2.1000	0.4000	8250	1.9800
1991-11-21	0.0000	1.5000	0.3000	7600	1.8240
1991-11-22	0.0000	0.7000	0.3000	7000	1.6800
1991-11-23	0.0000	-1.2000	0.2000	6400	1.5360
1991-11-24	0.0000	-2.9000	0.1000	5600	1.3440
1991-11-25	0.0000	-0.6000	0.2000	5600	1.3440
1991-11-26	0.0000	3.1000	0.4000	5600	1.3440
1991-11-27	0.0000	3.1000	0.4000	5100	1.2240
1991-11-28	0.0000	2.3000	0.3000	4590	1.1016
1991-11-29	0.0000	5.7000	0.5000	4360	1.0464
1991-11-30	0.0000	5.0000	0.4000	4130	0.9912
1991-12-01	0.0000	5.8000	0.5000	3690	0.8856
1991-12-02	0.0000	4.7000	0.4000	3470	0.8328
1991-12-03	0.0000	6.9000	0.5000	3270	0.7848
1991-12-04	0.0000	6.8000	0.5000	3270	0.7848
1991-12-05	0.0000	7.6000	0.5000	3070	0.7368
1991-12-06	0.0000	5.9000	0.5000	2880	0.6912
1991-12-07	0.0000	5.9000	0.5000	3070	0.7368
1991-12-08	3.2000	6.5000	0.5000	2690	0.6456
1991-12-09	2.6000	8.5000	0.6000	2690	0.6456
1991-12-10	10.7000	11.4000	0.7000	4360	1.0464
1991-12-11	6.3000	8.4000	0.6000	5350	1.2840
1991-12-12	0.0000	3.4000	0.4000	4590	1.1016
1991-12-13	1.5000	6.7000	0.5000	4360	1.0464
1991-12-14	2.5000	7.0000	0.5000	4840	1.1616
1991-12-15	6.2000	5.5000	0.4000	4130	0.9912
1991-12-16	20.9000	2.9000	0.3000	3900	0.9360
1991-12-17	8.2000	9.2000	0.6000	13300	3.1920
1991-12-18	13.7000	2.5000	0.3000	12900	3.0960
1991-12-19	12.6000	-0.4000	0.2000	15400	3.6960
1991-12-20	0.3000	-1.8000	0.1000	20100	4.8240
1991-12-21	0.4000	-3.7000	0.1000	19100	4.5840
1991-12-22	2.3000	-4.0000	0.0000	17700	4.2480
1991-12-23	2.7000	-2.5000	0.1000	15400	3.6960
1991-12-24	0.0000	1.0000	0.3000	14100	3.3840
1991-12-25	0.0000	-2.7000	0.1000	13300	3.1920
1991-12-26	0.0000	-2.4000	0.1000	12500	3.0000
1991-12-27	0.4000	1.3000	0.3000	11000	2.6400
1991-12-28	0.7000	3.1000	0.4000	10300	2.4720
1991-12-29	19.5000	2.1000	0.3000	9550	2.2920
1991-12-30	17.8000	1.0000	0.3000	12900	3.0960
1991-12-31	0.9000	-0.8000	0.2000	14100	3.3840
1992-01-01	5.4000	-1.4000	0.2000	13800	3.3120
1992-01-02	0.2000	-3.1000	0.1000	12500	3.0000
1992-01-03	2.5000	-4.4000	0.0000	7500	1.8000
1992-01-04	6.9000	1.9000	0.3000	12500	3.0000
1992-01-05	5.9000	3.2000	0.4000	22300	5.3520
1992-01-06	2.5000	3.1000	0.4000	26400	6.3360
1992-01-07	0.9000	1.6000	0.3000	25200	6.0480
1992-01-08	0.8000	-0.3000	0.2000	22900	5.4960
1992-01-09	2.6000	0.9000	0.3000	21200	5.0880
1992-01-10	0.0000	0.8000	0.3000	17600	4.2240
1992-01-11	0.1000	-3.9000	0.0000	14200	3.4080
1992-01-12	0.6000	-6.2000	0.0000	11600	2.7840
1992-01-13	0.0000	-7.5000	0.0000	11200	2.6880
1992-01-14	0.0000	-3.9000	0.1000	9650	2.3160
1992-01-15	0.0000	-3.4000	0.1000	9650	2.3160
1992-01-16	0.0000	-6.1000	0.0000	8200	1.9680
1992-01-17	0.0000	-5.4000	0.0000	7500	1.8000
1992-01-18	0.0000	-2.4000	0.1000	6850	1.6440
1992-01-19	0.0000	1.6000	0.3000	5600	1.3440
1992-01-20	1.5000	2.5000	0.4000	5600	1.3440
1992-01-21	8.7000	2.8000	0.4000	6250	1.5000
1992-01-22	6.5000	4.6000	0.5000	8550	2.0520
1992-01-23	10.7000	4.0000	0.5000	8200	1.9680
1992-01-24	7.6000	8.6000	0.7000	12100	2.9040
1992-01-25	0.0000	2.5000	0.4000	14200	3.4080
1992-01-26	0.0000	-0.3000	0.3000	12900	3.0960
1992-01-27	0.0000	-3.8000	0.1000	12100	2.9040
1992-01-28	0.0000	-1.5000	0.2000	10800	2.5920
1992-01-29	0.0000	2.4000	0.4000	9650	2.3160
1992-01-30	0.0000	7.4000	0.7000	8550	2.0520
1992-01-31	10.1000	7.4000	0.7000	9300	2.2320
1992-02-01	1.8000	2.7000	0.4000	9650	2.3160
1992-02-02	5.7000	4.8000	0.6000	9300	2.2320
